"","V1","V2","V3"
"1",0,-0.163457398124741,0.0479171160675828
"2",0,-0.218036312399918,0.416248484284578
"3",0,0.0859767825164898,-0.21408063134395
"4",0,0.127182376919308,0.192647300091655
"5",0,0.150235691787878,-0.0796834344784934
"6",0,0.394461350687828,0.101719807602146
"7",0,-0.162097136554309,-0.577870347306565
"8",0,0.293522487686455,-0.0117242974534399
"9",0,-0.00422444278529136,0.246270369194051
"10",0,0.214277058473887,0.15496364304022
"11",0,0.239784079085725,0.204078836307047
"12",0,0.019455860852129,-0.519071392950017
"13",0,0.161727971486893,-0.0146453857668453
"14",0,-0.0406509270578183,-0.383755919168345
"15",0,-0.124761255468528,0.109051359935836
"16",0,0.354513326553256,-0.0268198775113717
"17",0,0.101153176604083,-0.0140390748509553
"18",0,-0.359309127603976,-0.108282415063446
"19",0,-0.102880066870129,-0.0154763421246691
"20",0,0.287024010537376,0.199131556095014
"21",0,-0.0429283029532053,-0.0661083711352193
"22",0,0.181855099256079,0.14524728962726
"23",0,-0.179713510947051,-0.18460310330916
"24",0,0.0951285121300202,0.200529376723926
"25",0,-0.0293139242069353,0.229902945698659
"26",0,0.103875737152672,-0.159692925653841
"27",0,0.0890066214830406,-0.294678953273058
"28",0,0.373911566526462,0.516735646116799
"29",0,-0.095817227143392,-0.272440723295158
"30",0,0.148654037002318,-0.0352391090557307
"31",0,0.626641874773022,-0.0102386938018162
"32",0,0.179970174396137,0.00730646048866676
"33",0,-0.193938487940202,0.0492606119324802
"34",0,-0.470958650330057,0.382399756170798
"35",0,0.0399876119970661,0.566888483529259
"36",0,0.124072276430656,-0.185242701722757
"37",0,0.1593537129086,-0.24372933142848
"38",0,-0.327104169998641,0.0760455799518307
"39",0,-0.115665887833399,0.000288413764303073
"40",0,0.0193975025941333,-0.153820694122288
"41",0,-0.148379832427324,-0.0352714666769516
"42",0,0.307392232152375,-0.397536515537166
"43",0,0.154975349804015,0.0868750424213053
"44",0,0.277389219074452,-0.0793691599540587
"45",0,0.096547121094945,0.0696927253585679
"46",0,-0.141556985009584,0.315162786879202
"47",0,0.302777936834448,0.18270317670432
"48",0,0.414044360954854,0.145723014922228
"49",0,-0.333094694744695,-0.149579221068232
"50",0,-0.319531924476319,-0.123522013875647
"51",0,-0.161869113418252,0.0109890800021646
